,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
60860,2021-fa,VM,654,LA Medicine and Surgery II,0,17,0,0,56,0,0,47,0,0,4,0,0,0,"Aldridge, Brian M"
79389,2021-sp,AAS,215,US Citizenship Comparatively,7,0,8,8,1,1,2,0,0,1,2,0,1,0,"Tabares, Leland"
36366,2021-sp,AAS,246,Asian American Youth in Film,23,11,0,0,0,0,0,0,0,0,0,0,1,0,"Kwon, Soo Ah"
32122,2021-sp,AAS,258,Muslims in America,1,16,4,1,0,0,0,0,1,0,1,1,0,0,"Rana, Junaid"
11668,2021-sp,ABE,225,ABE Principles: Bioenvironment,3,5,3,7,4,0,2,1,0,0,0,1,0,0,"Zhang, Yuanhui"
31959,2021-sp,ABE,226,ABE Principles: Bioprocessing,3,2,5,3,2,4,0,0,1,0,1,1,1,0,"Singh, Vijay"
66176,2021-sp,ABE,425,Engrg Measurement Systems,11,26,0,0,1,0,0,0,0,0,0,0,0,0,"Grift, Tony E"
32623,2021-sp,ABE,457,NPS Pollution Processes,1,12,7,4,2,1,1,0,1,0,0,0,0,0,"Bhattarai, Rabin"
32862,2021-sp,ABE,469,Industry-Linked Design Project,4,15,5,3,1,0,0,0,0,0,0,0,0,0,"Witmer, Ann-Perry"
12783,2021-sp,ACCY,501,Accounting Analysis I,31,30,18,7,6,0,1,0,0,0,0,0,5,0,"Augusto Sampaio, Gerlando"
12986,2021-sp,ACCY,502,Accounting Analysis II-B,4,66,31,18,30,29,8,4,1,0,0,0,6,0,"Ibrahim, Adel Nematallah"
96855,2021-sp,ACCY,503,Managerial Accounting A,41,63,39,27,14,6,3,1,0,1,0,0,0,0,"Hecht, Gary W"
58685,2021-sp,ACCY,503,Managerial Accounting B,29,108,26,15,14,2,1,1,4,0,1,0,0,0,"Hecht, Gary W"
22260,2021-sp,ACCY,507,Taxation of Bus Entities A,37,42,6,13,2,2,2,1,1,2,0,0,0,0,"Donohoe, Michael P"
16216,2021-sp,ACCY,507,Taxation of Bus Entities B,34,48,7,3,1,1,5,2,1,2,1,0,1,0,"Donohoe, Michael P"
14677,2021-sp,ACCY,512,Data Analytics for Mgmt Acctg,0,14,6,4,2,2,1,0,0,0,0,0,0,0,"Koo, Seung Hyun"
95184,2021-sp,ACCY,552,Partnership Income Taxation,1,4,7,5,5,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
25373,2021-sp,ACCY,571,Stat Analyses for Accountancy,3,20,2,0,2,0,0,0,0,1,0,0,0,0,"Brunner, Robert J"
51549,2021-sp,ACCY,574,Risk Management and Innovation,0,34,0,2,0,1,0,1,0,0,0,0,0,0,"Leiby, Justin"
67167,2021-sp,ACCY,575,Data Analytics Apps in ACCY,2,8,11,7,1,0,0,0,0,0,0,0,0,0,"Zhu, Wei"
24745,2021-sp,ACCY,576,Data Preparation for Accting,54,8,2,2,1,2,0,1,0,0,0,0,2,0,"Guymon, Ronald N"
88088,2021-sp,ACCY,577,Machine Learning for Accting,22,20,16,2,1,1,0,0,0,0,0,0,0,0,"Lu, Zhenzhong L"
61707,2021-sp,ACE,231,Food and Agribusiness Mgt,45,27,13,7,8,3,5,3,1,1,2,1,8,0,"Stoddard, Paul B"
94284,2021-sp,ACE,232,Farm Management,28,15,10,0,1,2,1,0,1,1,3,1,3,0,"Stoddard, Paul B"
63124,2021-sp,ACE,254,Economic Systems in Africa,3,7,9,9,6,3,1,0,1,2,0,1,0,0,"Herrera Almanza, Catalina"
86266,2021-sp,ACE,255,Econ of Food & Enviro Justice,127,26,17,4,6,2,1,0,2,3,1,0,2,0,"Ando, Amy W"
19735,2021-sp,ACE,270,Consumer Economics,0,28,25,9,16,9,4,2,1,1,0,0,3,0,"Gundersen, Craig"
25017,2021-sp,ACE,306,Food Law,3,8,8,5,6,2,2,3,3,2,1,1,1,0,"Endres, A B"
68975,2021-sp,ACE,335,Food Marketing and Behavior,4,14,6,3,6,2,0,0,0,0,0,0,0,0,"Ellison, Brenna"
67065,2021-sp,ACE,341,Issues&Careers in Applied Econ,5,15,1,1,6,1,0,3,0,0,1,0,2,0,"Karplus, Lauren E"
14782,2021-sp,ACE,360,Spreadsheet Models & Applic,7,11,0,0,3,0,0,1,0,0,0,0,0,0,"Campbell, William D"
70045,2021-sp,ACE,398,Financial Planning Technologie,3,45,0,0,0,0,0,0,0,0,0,0,2,0,"Lemoine, Craig"
45885,2021-sp,ACE,410,Energy Economics,1,5,3,3,2,5,3,1,0,0,0,0,1,0,"Myers, Erica"
92849,2021-sp,ACE,430,Food Marketing,5,13,7,7,9,0,5,4,2,0,4,0,0,0,"Goldsmith, Peter D"
90381,2021-sp,ACE,431,Agri-food Strategic Management,2,9,11,4,3,4,1,2,0,0,0,0,0,0,"Moss, LeeAnn E"
36893,2021-sp,ACE,440,Finan Plan for Professionals,1,13,10,5,19,3,0,0,3,0,0,0,1,0,"Allen, Sharon C"
36905,2021-sp,ACE,446,Modeling App's Finan Plan,3,13,0,3,8,0,1,3,0,0,0,0,0,1,"Sherrick, Bruce J"
17593,2021-sp,ACE,449,Retirement & Benefit Planning,16,11,10,13,12,1,1,3,3,0,1,1,1,0,"Xu, Yilan"
15231,2021-sp,ACE,451,Agriculture in Intl Dev,4,8,4,10,0,1,3,2,0,0,1,0,0,0,"McNamara, Paul E"
17589,2021-sp,ACE,456,Agr and Food Policies,0,8,0,3,5,0,2,7,0,0,4,0,1,0,"Hutchins, Jared P"
41579,2021-sp,ACE,592,Data Science for Applied Econo,0,8,12,4,7,0,0,0,0,0,0,0,0,0,"Hutchins, Jared P"
95791,2021-sp,ACES,102,Intro Sustainable Food Systems,28,11,1,1,3,0,0,1,0,0,0,0,3,0,"Ball, Anna L"
66479,2021-sp,ADV,290,Sports PR,0,26,3,1,0,0,0,0,0,0,0,0,0,0,"Raquel, Steve A"
18817,2021-sp,ADV,350,Writing for Public Relations,21,8,0,1,0,0,0,0,0,0,0,0,0,0,"Peacock, Marisa C"
45476,2021-sp,ADV,400,NSAC Campaign,0,24,3,1,0,0,0,0,0,0,0,0,0,0,"Duff, Brittany"
83859,2021-sp,ADV,410,Public Relations Strategies,8,5,3,3,0,2,0,0,0,0,0,0,0,0,"Oh, Sanghwa"
35501,2021-sp,ADV,490,Social Media Analytics,11,13,1,0,0,0,0,1,1,0,0,0,0,0,"Vance, Nickolas P"
64577,2021-sp,AE,312,Compressible Flow,2,9,16,10,10,8,9,4,1,2,5,2,6,0,"Panerai, Francesco"
72222,2021-sp,AE,370,Aerospace Numerical Methods,10,54,19,8,14,5,4,2,0,0,2,5,1,0,"Goza, Andres J"
74044,2021-sp,AE,410,Computational Aerodynamics,3,15,8,3,1,1,0,1,1,0,1,1,1,0,"Panesi, Marco"
56181,2021-sp,AE,435,Electric Propulsion,0,5,5,6,4,5,5,3,0,0,2,0,0,0,"Rovey, Joshua L"
51339,2021-sp,AE,443,Aerospace Systems Design II,0,5,14,11,2,0,0,0,0,0,0,0,0,0,"Merret, Jason M"
78031,2021-sp,AE,461,Structures & Control Lab,5,7,44,24,16,7,3,6,3,2,1,1,1,0,"Chasiotis, Ioannis"
90828,2021-sp,AE,498,Intro to Human Spaceflight,4,15,3,2,3,0,0,1,0,0,0,0,0,0,"Lembeck, Michael F"
15694,2021-sp,AE,502,Advanced Orbital Mechanics,16,3,0,0,1,0,0,1,0,0,0,0,0,0,"Woollands, Robyn M"
75701,2021-sp,AFRO,103,Black Women in the Diaspora,2,1,4,0,4,2,1,0,1,0,0,2,4,0,"Flynn, Karen"
48737,2021-sp,AFRO,105,Black Literature in America,1,7,7,1,2,2,0,0,4,0,0,0,1,0,"Hunt, Irvin J"
69837,2021-sp,AFRO,224,Race and Food Security,17,10,3,2,0,0,0,0,0,0,0,0,0,0,"Smith, Bobby J"
67790,2021-sp,AFRO,228,Hip Hop Music: History&Culture,0,26,3,1,0,0,0,0,0,0,0,0,0,0,"Meyers, John P"
64543,2021-sp,AFRO,261,Intro to the African Diaspora,0,2,9,4,4,1,0,3,1,0,2,0,0,0,"McDuffie, Erik S"
29322,2021-sp,AFST,210,Intro to Mod African Lit,0,11,8,5,3,2,0,2,0,0,0,0,3,0,"Basu, Manisha"
39246,2021-sp,AGCM,230,Ag & Env Photography,0,8,5,3,0,4,0,1,1,0,0,1,2,0,"Cupps-Miller, Heather A"
88570,2021-sp,AGCM,320,Public Information Campaigns,0,3,14,7,6,0,0,0,0,0,0,0,0,0,"Roberts, Owen A"
57686,2021-sp,AIS,285,Indigenous Thinkers,8,5,9,2,0,0,0,0,0,0,0,0,0,0,"Maldonado, Korinta"
85952,2021-sp,ALEC,540,Volunteer Management,16,5,2,1,2,0,0,0,0,1,0,0,0,0,"Taylor, Amanda D"
53684,2021-sp,ANSC,101,Contemporary Animal Issues,54,93,0,0,21,0,0,7,0,0,3,0,0,0,"Dilger, Anna C"
54769,2021-sp,ANSC,223,Animal Nutrition,0,92,0,24,33,0,8,7,0,4,2,0,4,0,"Dilger, Ryan N"
63044,2021-sp,ANSC,224,Animal Reproduction and Growth,12,24,17,20,29,22,8,13,6,4,7,3,5,0,"Miller, David J"
20505,2021-sp,ANSC,363,Behavior of Domestic Animals,2,24,7,5,12,2,0,7,1,0,3,0,1,0,"Kukekova, Anna V"
60642,2021-sp,ANSC,370,Companion Animal Policy,12,13,7,7,5,4,3,0,3,2,1,1,4,0,"Fischer-Brown, Amy E"
84542,2021-sp,ANSC,406,Zoo Animal Conservation Sci,60,58,17,5,13,1,4,4,0,0,1,0,1,0,"Roca, Alfred L"
24285,2021-sp,ANSC,407,Animal Shelter Management,0,9,6,5,8,5,1,2,0,1,1,0,0,0,"Fischer-Brown, Amy E"
97603,2021-sp,ANSC,409,Meat Science,0,17,0,0,6,0,0,1,0,0,0,0,0,0,"Harsh, Bailey N"
59379,2021-sp,ANSC,438,Lactation Biology,0,27,0,3,4,0,0,1,1,1,0,0,0,0,"Drackley, James K"
50737,2021-sp,ANSC,446,Population Genetics,2,15,0,2,2,1,2,3,1,0,0,0,2,0,"Roca, Alfred L"
80986,2021-sp,ANSC,450,Comparative Immunobiology,0,6,0,0,15,0,0,2,0,0,6,0,5,0,"Steelman, Andrew J"
84145,2021-sp,ANSC,520,Protein and Energy Nutrition,2,4,5,3,3,4,1,1,0,1,1,0,2,0,"Stein, Hans-Henrik"
12326,2021-sp,ANSC,526,Adv Companion Animal Nutrition,0,27,0,0,4,0,0,0,0,0,0,0,0,0,"Swanson, Kelly S"
26683,2021-sp,ANTH,182,Latin American Cultures,11,7,1,0,1,1,1,0,0,1,0,0,0,0,"Maldonado, Korinta"
41286,2021-sp,ANTH,230,Sociocultural Anthropology,2,4,5,3,2,0,0,2,2,1,0,1,3,0,"Orta, Andrew"
21333,2021-sp,ANTH,249,Evolution and Human Disease,0,17,0,3,3,0,0,1,0,0,1,1,0,0,"Sgheiza, Valerie"
48996,2021-sp,ANTH,268,Images of the Other,2,6,13,10,1,1,0,3,2,0,1,0,0,0,"Dominguez, Virginia R"
34467,2021-sp,ANTH,462,Museum Theory and Practice,19,6,1,1,2,0,1,0,0,0,1,0,2,0,"Frankenberg, Susan R"
47046,2021-sp,ARCH,172,Drawing and Modeling,62,30,19,11,11,4,0,3,1,0,2,0,2,0,"Brakke, Aaron P"
29210,2021-sp,ARCH,232,Structural Fundamentals,9,18,11,6,17,5,3,4,2,5,3,0,11,0,"Aminmansour, Abbas"
62388,2021-sp,ARCH,274,Representation,12,33,10,8,12,1,2,2,2,0,1,0,8,0,"Yi, Yun Kyu"
85719,2021-sp,ARCH,407,Rome: City of Visible History,3,3,6,2,4,3,2,0,0,0,0,0,0,0,"Grossman, Heather E"
91505,2021-sp,ARCH,416,Architecture of the U.S.,2,6,8,7,4,2,0,2,0,0,2,0,1,0,"Johnson, Tait R"
43688,2021-sp,ARCH,435,Struct Sys and Const Methods,10,17,19,11,8,8,6,3,2,1,1,1,0,0,"Krishnan, Sudarshan"
47893,2021-sp,ARCH,501,Architectural Practice,10,22,18,10,2,1,0,0,0,0,0,0,0,0,"Deutsch, Randall"
64890,2021-sp,ARCH,517,Arch History 1850-Present,7,11,10,10,4,3,1,3,1,0,0,0,0,0,"Bross, Benjamin A"
99433,2021-sp,ARCH,593,Design & Construction Futures,14,24,3,1,1,0,1,1,0,0,0,0,0,0,"Johnson, Tait R"
26078,2021-sp,ART,310,Design Thinking,20,17,0,0,0,1,1,1,1,0,0,0,0,0,"Anderson, Noel"
14701,2021-sp,ARTD,218,Interaction Design Foundation,16,5,1,1,1,0,0,0,0,0,0,0,0,0,"Mercer, Lisa"
85036,2021-sp,ARTD,299,Exploring Anime,7,12,2,2,0,0,0,0,1,0,0,0,0,0,"Stirek, Lindsey L"
29791,2021-sp,ARTD,299,Queer Manga,0,17,2,0,2,0,1,1,0,0,1,0,0,0,"Stirek, Lindsey L"
15123,2021-sp,ARTD,299,Illustration,17,2,1,0,1,0,0,1,0,0,0,0,0,0,"Robinson, Stacey"
99707,2021-sp,ARTD,326,Sustainability & Manufacturing,38,10,5,0,2,0,1,0,0,0,0,0,2,0,"Fugler, Jessica"
90886,2021-sp,ARTD,418,Advanced Interaction Design,10,3,0,1,1,0,1,1,1,0,1,1,1,0,"Ruecker, Stanley"
21529,2021-sp,ARTD,448,Professional Design Practice,31,8,2,4,0,3,1,1,1,1,0,1,1,0,"Kendall, James W"
73918,2021-sp,ARTD,471,Graphic Design Capstone,2,13,4,1,1,1,0,0,1,0,0,0,0,0,"Anderson, Noel"
85672,2021-sp,ARTE,101,"Art, Design, and Society",90,12,16,9,15,4,3,5,2,1,3,1,10,0,"Lucero, Jorge"
78025,2021-sp,ARTH,211,Design History Survey,10,91,23,11,18,6,2,4,1,0,2,1,3,0,"Weissman, Terri"
34997,2021-sp,ARTH,235,Art and Power in 17th c Europe,1,7,9,4,3,5,1,2,0,0,0,0,1,0,"Rosenthal, Lisa"
41357,2021-sp,ARTH,242,Art Since 1940,2,9,12,9,5,2,0,1,0,0,3,0,1,0,"Romberg, Kristin"
92321,2021-sp,ARTH,361,Contemporary Art,0,5,6,12,11,6,0,2,1,0,0,0,0,0,"Reitz, Erin E"
83675,2021-sp,ARTH,403,Word and Image in Chinese Art,2,10,3,2,2,5,1,3,0,0,0,0,2,0,"Burkus-Chasson, Anne"
53753,2021-sp,ASRM,409,Stoch Proc for Fin & Insurance,19,25,5,4,8,2,5,6,2,2,0,2,0,0,"Freiji, Claudia G"
71324,2021-sp,ASRM,472,Life Contingencies II,11,6,3,2,1,6,4,1,1,0,0,0,0,0,"Cole, Paa Kow"
60117,2021-sp,ASTR,310,Computing in Astronomy,0,24,3,1,4,1,0,3,0,0,3,0,3,0,"Ricker, Paul M"
46579,2021-sp,ASTR,330,Extraterrestrial Life,30,102,29,16,7,3,0,2,0,0,0,0,5,0,"Liu, Xin"
88043,2021-sp,ASTR,405,Planetary Systems,7,9,6,2,3,0,5,3,2,1,1,1,1,0,"Wong, Tony"
22971,2021-sp,ASTR,414,Astronomical Techniques,7,6,1,3,2,3,0,0,0,0,2,0,0,0,"Shen, Yue"
34602,2021-sp,ATMS,306,Cloud Physics,0,7,6,0,2,0,0,4,1,0,0,0,1,0,"Lasher-Trapp, Sonia"
27345,2021-sp,ATMS,517,Data Science for Geosciences,14,4,0,3,0,0,0,0,0,0,0,0,0,0,"Klees, Alicia M"
95582,2021-sp,BADM,311,Leading Individuals and Teams,8,13,8,13,12,3,2,0,1,0,0,0,0,0,"Yates, Miriam"
83344,2021-sp,BADM,312,Designing and Managing Orgs,6,26,3,1,0,0,0,0,0,0,0,0,0,0,"Li, Ying"
77009,2021-sp,BADM,327,Marketing to Business and Govt,12,15,2,2,1,0,0,0,0,0,0,0,0,0,"Noel, Hayden N"
62040,2021-sp,BADM,330,Brand Management,25,10,0,0,2,1,0,0,0,0,0,0,1,0,"Danienta, Nadia R"
68247,2021-sp,BADM,351,E-Business Management,46,9,1,4,0,2,0,0,0,0,0,0,0,0,"Mehta, Sameer"
47599,2021-sp,BADM,359,Bus Prob Form and Soln,5,27,17,1,0,1,0,0,0,0,0,0,0,0,"Somaya, Deepak"
20000,2021-sp,BADM,366,Product Design and Development,0,49,17,0,0,0,0,1,0,0,0,0,0,0,"Sethi, Suresh"
28305,2021-sp,BADM,379,Business Process Improvement,4,16,9,0,1,0,0,0,0,0,0,0,0,0,"Anand, Gopesh J"
86243,2021-sp,BADM,382,International Marketing,3,5,20,5,0,0,1,0,0,0,0,0,0,0,"Oh, Hyewon"
85742,2021-sp,BADM,403,Corporate & Commercial Law,34,12,1,2,2,1,1,1,0,0,0,0,1,0,"Wright, Margaret"
11675,2021-sp,BADM,420,Advanced Marketing Management,2,30,16,5,3,0,0,0,0,0,0,0,0,0,"Rindfleisch, Aric P"
27460,2021-sp,BADM,535,Global Business,35,6,3,2,1,0,0,0,0,0,0,0,1,0,"Girndt-Clougher, Tina"
98731,2021-sp,BADM,543,Technology Strategy,1,4,9,9,0,1,1,0,0,0,0,0,0,0,"Somaya, Deepak"
40917,2021-sp,BADM,544,Strategic Management,159,285,300,170,113,48,33,12,6,2,4,0,6,0,"Somaya, Deepak"
10733,2021-sp,BADM,571,Digital Business & IT Strategy,17,25,1,0,1,0,0,0,0,0,0,0,0,0,"Shaw, Michael J"
99040,2021-sp,BADM,573,Decision Analytics,5,11,4,0,1,2,1,1,1,0,0,0,0,0,"Kwon, Hyok-Jon D"
60233,2021-sp,BADM,577,Predictive Data Analytics,1,16,16,3,1,2,0,0,0,0,0,0,0,0,"Ye, Han"
10183,2021-sp,BADM,584,Global Marketing,3,10,2,6,0,1,0,0,0,0,0,0,0,0,"Nelson, Michelle R"
24121,2021-sp,BADM,590,Consumer Analytics,5,1,9,2,1,3,0,0,0,0,0,0,0,0,"Bao, Ying"
47823,2021-sp,BADM,590,Frontiers in Management,0,44,0,0,1,0,0,1,0,0,0,0,0,0,"Keating, Kari H"
89539,2021-sp,BADM,590,Entrepreneurship,0,11,13,3,5,1,0,0,0,0,0,0,0,0,"Graebner, Melissa E"
47794,2021-sp,BADM,590,Product Design & Development,0,18,7,2,1,0,0,0,0,0,0,0,0,0,"Sethi, Simrun S"
97196,2021-sp,BADM,590,Operations Analysis,19,2,0,1,0,0,0,0,0,0,0,0,0,0,"Liang, Hongyan"
13364,2021-sp,BDI,475,Intro to DA Apps in Bus,29,9,3,1,1,1,0,0,0,0,1,1,0,0,"Park, Ye Joo"
70987,2021-sp,BIOC,446,Physical Biochemistry,5,21,12,8,4,1,0,2,0,0,0,0,0,0,"Zhang, Kai"
56381,2021-sp,BIOC,455,Technqs Biochem & Biotech,14,4,2,0,1,0,0,0,0,0,1,0,0,0,"Buntrock, Dustin A"
72023,2021-sp,BIOE,198,Biomedical Data Analysis,1,5,2,3,5,3,0,2,0,0,2,1,0,0,"Insana, Michael"
58997,2021-sp,BIOE,205,Signals & Systems in Bioengrg,18,17,8,18,12,5,4,3,5,1,1,1,2,0,"Lam, Fan"
58254,2021-sp,BIOE,210,Linear Alg for Biomed Data Sci,3,20,26,12,19,4,4,4,3,1,0,1,0,0,"Jensen, Paul A"
84318,2021-sp,BIOE,310,Comp Tools Bio Data,17,28,10,7,9,3,3,0,2,0,0,1,0,0,"Maslov, Sergei"
41497,2021-sp,BIOE,360,Transport & Flow in Bioengrg,14,11,16,12,13,2,7,2,2,2,0,1,1,0,"Jensen, Karin J"
13222,2021-sp,BIOE,420,Intro Bio Control Systems,4,44,0,0,6,0,0,1,0,0,0,0,0,0,"Sutton, Brad"
90132,2021-sp,BIOE,498,Quant Pharmacology,13,7,3,0,2,0,0,1,0,0,0,0,0,0,"Smith, Andrew M"
57525,2021-sp,BTW,271,Persuasive Writing,4,5,5,4,2,1,0,0,0,0,0,0,0,0,"Merrill, Andrew"
27856,2021-sp,BUS,401,Global Business Perspectives,16,13,2,4,1,2,1,1,0,0,0,0,0,0,"Martinez, Candace A"
88711,2021-sp,CEE,420,Construction Productivity,1,17,17,18,10,12,4,1,1,1,1,0,0,0,"Liu, Liang Y"
52478,2021-sp,CEE,449,Environmental Engineering Lab,3,6,10,10,4,1,0,0,0,0,0,0,0,0,"Marinas, Benito J"
76555,2021-sp,CEE,461,Reinforced Concrete I,0,2,3,5,5,5,4,1,0,4,2,2,3,0,"Henschen, Jacob D"
95065,2021-sp,CEE,462,Steel Structures II,31,23,3,1,0,0,0,0,0,0,0,0,0,0,"Fahnestock, Larry A"
76684,2021-sp,CEE,484,Applied Soil Mechanics,3,17,0,2,5,1,1,0,0,0,1,0,1,0,"Tom, Joe G"
82252,2021-sp,CEE,498,Construction Safety,1,12,11,0,1,0,0,0,0,0,0,0,0,0,"Ignacio, Ernest-John D"
28649,2021-sp,CEE,528,Construction Data Modeling,3,16,7,5,0,1,0,0,0,0,0,0,0,0,"El-Gohary, Nora"
47026,2021-sp,CEE,537,Water Quality Control Proc I,2,6,3,3,6,2,0,0,0,0,0,0,0,0,"Marinas, Benito J"
98568,2021-sp,CEE,570,Finite Element Methods,3,6,5,8,5,0,0,0,0,0,0,0,0,0,"Duarte, Carlos A"
45802,2021-sp,CEE,572,Earthquake Engineering,4,27,2,0,1,0,0,0,0,0,0,0,0,0,"Elbanna, Ahmed"
72896,2021-sp,CHBE,453,Electrochemical Engineering,3,21,7,11,9,12,3,4,2,0,0,0,0,0,"Su, Xiao"
42100,2021-sp,CHBE,471,Biochemical Engineering,1,28,1,0,7,1,0,1,0,0,2,0,0,0,"Kraft, Mary L"
22401,2021-sp,CHBE,523,Heat and Mass Transfer,2,11,0,0,5,3,0,2,0,0,0,0,0,0,"Higdon, Jonathan J"
29638,2021-sp,CHBE,571,Bioinformatics,23,7,1,0,0,1,0,0,0,0,1,0,1,0,"Zhao, Sihai D"
67885,2021-sp,CHEM,108,"Chemistry, Everyday Phenomena",19,16,2,4,4,0,0,1,0,1,0,0,0,0,"Leveritt, John M"
60144,2021-sp,CHEM,204,Accelerated Chemistry II,4,29,6,8,13,7,12,7,11,3,8,3,2,0,"Decoste, Donald J"
71738,2021-sp,CHEM,205,Accelerated Chemistry Lab II,2,38,29,15,11,5,0,0,1,0,1,1,1,0,"Huang, Tina H"
43719,2021-sp,CHEM,360,Chemistry of the Environment,5,84,51,25,15,4,1,1,0,0,0,0,0,0,"Huang, Tina H"
11863,2021-sp,CHEM,436,Fundamental Organic Chem II,3,8,4,7,10,6,13,7,11,0,5,0,4,0,"Chan, Jefferson K"
22040,2021-sp,CHEM,444,Physical Chemistry II,0,5,4,2,2,1,3,2,0,2,0,0,0,0,"Jain, Prashant"
17058,2021-sp,CHEM,474,Drug Discovery & Development,10,16,10,8,17,11,7,4,5,2,4,2,2,0,"Mitchell, Douglas A"
17234,2021-sp,CHEM,524,Electrochemical Methods,0,21,3,0,2,0,0,1,0,0,0,0,0,0,"Shen, Mei"
55393,2021-sp,CHEM,530,Structure and Spectroscopy,2,10,5,2,6,4,0,1,0,0,0,0,0,0,"Denmark, Scott E"
21727,2021-sp,CHEM,588,Physical Methods Mat Chem,8,6,7,3,0,0,0,0,0,0,0,0,0,0,"Nuzzo, Ralph G"
99670,2021-sp,CHLH,407,"Disability, Culture & Society",0,32,0,0,0,0,0,0,0,0,0,0,1,0,"Chiu, Chung-Yi"
86880,2021-sp,CHLH,409,Women's Health,0,51,0,0,13,0,0,6,0,0,4,0,4,0,"Schwingel, Andiara"
86507,2021-sp,CHLH,494,Military Veterans,0,19,7,0,2,0,0,0,0,1,0,0,2,0,"Hunniecutt, Jeni"
40731,2021-sp,CHLH,573,Biostatistics in Public Health,10,3,3,3,2,3,0,2,0,1,0,0,0,0,"Geiger, Sarah D"
88120,2021-sp,CHP,199,Special Topics: Uncommon Reads,12,8,0,1,1,0,0,0,0,0,0,0,1,0,"Fitzjarrald, Amy E"
97645,2021-sp,CI,401,Intro Tchg in a Diverse Societ,0,18,8,0,1,0,0,0,0,0,0,0,0,0,"James, Carrie L"
58365,2021-sp,CI,404,Tchg and Assessing Sec Sch Stu,0,18,1,1,0,0,2,0,0,0,0,0,0,0,"Gutzmer, Cara K"
67097,2021-sp,CI,407,Thry Prac in Elem Schl Tchg II,0,20,1,1,0,2,0,0,0,0,0,0,0,0,"Dornfeld Tissen, Catherin"
26089,2021-sp,CI,431,Tchg Elementary Mathematics,3,14,5,3,0,0,1,0,0,0,0,0,0,0,"Poetzel, Adam R"
69411,2021-sp,CI,432,Invest Approach Elem Math Inst,12,16,1,1,0,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
78836,2021-sp,CI,439,Critiques of Educational Tech,0,22,5,0,0,0,0,0,0,0,0,0,2,0,"Lindgren, Robb W"
66128,2021-sp,CI,451,Tchg Elem Science II,0,24,0,1,2,0,0,0,0,0,0,0,0,0,"D'Angelo, Cynthia M"
16026,2021-sp,CI,473,Disciplinary Literacy,0,106,1,0,0,2,0,0,0,0,0,0,0,0,"Filkins, Scott R"
87883,2021-sp,CI,475,Teach Elem Rdg & Lang Arts I,0,18,6,1,2,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A"
57030,2021-sp,CI,477,Biling ESL Methods & Material,5,25,4,0,2,1,0,0,0,0,0,0,0,0,"Nunez Cortez, Idalia"
17309,2021-sp,CLCV,116,The Roman Achievement,19,54,39,8,18,2,4,1,1,0,1,0,2,0,"Walters, Brian C"
77689,2021-sp,CLCV,120,The Classical Tradition,27,4,2,0,1,2,0,1,0,1,2,0,1,0,"Hadjipolycarpou, Maria"
89772,2021-sp,CLCV,220,Animals in Literature,1,3,3,2,0,3,2,1,2,0,0,0,6,0,"Williams, Craig A"
53233,2021-sp,CLCV,250,Sports and Society Greece Rome,6,17,5,0,1,0,0,0,0,0,1,0,0,0,"Leon Ruiz, Daniel W"
45599,2021-sp,CLCV,323,The Comic Imagination,7,2,1,2,2,0,2,0,1,0,0,1,3,0,"Traill, Ariana"
54630,2021-sp,CMN,323,Argumentation,14,2,3,1,4,0,0,2,2,0,1,0,1,0,"Jacobs, Curtis S"
86022,2021-sp,CMN,324,Rhetorical Performance Styles,0,25,4,0,2,0,0,0,0,0,0,0,3,0,"Gailey, Benjamin J"
35764,2021-sp,CMN,345,Visual Media Effects,0,23,7,1,1,2,1,1,0,0,0,0,0,0,"Bigsby, Elisabeth"
26658,2021-sp,CMN,375,The American Family,49,29,11,1,4,1,3,1,0,0,0,0,0,0,"Giorgio, Grace A"
77987,2021-sp,CMN,396,Rhetoric of Theatre,1,4,2,1,4,2,1,1,2,0,1,0,4,0,"Bunch, Caroline M"
48844,2021-sp,CMN,396,Comm & Public Opinion,4,7,7,2,4,3,2,3,0,0,1,1,1,0,"Van Duyn, Emily E"
71120,2021-sp,CMN,396,"Race, Class, Gender & Work",1,1,2,3,4,6,8,1,0,3,1,2,1,0,"Wright-Dixon, Trina J"
81629,2021-sp,CMN,396,Black Freedom Stuggle,1,8,3,2,2,0,0,2,4,0,1,2,3,0,"Murphy, John M"
82463,2021-sp,CMN,412,Adv Organizational Comm,1,7,8,0,2,1,0,2,1,0,1,0,0,0,"Lammers, John C"
77875,2021-sp,CMN,424,Campaigning to Win,5,10,5,1,2,0,0,0,0,0,0,0,0,0,"Althaus, Scott"
55410,2021-sp,CMN,435,Adv Interpersonal Comm,24,4,2,0,0,2,0,0,0,0,0,0,0,0,"Guntzviller, Lisa"
21482,2021-sp,CMN,437,Comm in Personal Relationships,6,11,2,2,2,1,2,0,0,2,0,0,1,0,"Knobloch, Leanne"
84107,2021-sp,CMN,463,Organizational Health Comm,2,14,3,1,2,4,0,4,0,0,0,1,0,0,"Lammers, John C"
53089,2021-sp,CMN,496,Provider Patient Communication,5,7,6,4,1,1,0,0,0,0,0,0,0,0,"Hsieh, Elaine K"
